32.90,75.10
32.80,75.20
32.80,75.20
32.80,75.20
32.80,75.20
32.80,75.20
32.80,75.20
32.90,78.60
32.90,78.60
32.90,83.00
32.90,83.00
32.90,87.00
32.90,87.00
32.90,89.40
32.90,89.40
33.00,91.00
33.00,91.00
33.00,91.40
33.00,91.40
33.10,92.50
33.10,92.50
33.20,93.40
33.20,93.40
33.20,90.00
33.20,90.00
33.30,83.20
33.30,83.20
33.30,79.80
33.30,79.80
33.40,77.90
33.40,77.90
33.40,75.90
33.40,75.90
33.30,67.30
33.30,67.30
33.00,63.40
33.00,63.40
32.70,62.20
32.70,62.20
32.40,61.60
32.40,61.60
32.20,61.30
32.20,61.30
31.90,61.10
31.90,61.10
31.70,60.90
31.70,60.90
31.50,60.90
31.50,60.90
31.30,61.00
31.30,61.00
31.00,61.00
31.00,61.00
30.80,61.20
30.80,61.20
30.60,61.40
30.60,61.40
30.40,61.50
30.40,61.50
30.10,61.80
30.10,61.80
29.90,62.00
29.90,62.00
29.70,62.30
29.70,62.30
29.50,62.60
29.50,62.60
29.30,62.80
29.30,62.80
29.10,63.10
29.10,63.10
28.90,63.40
28.90,63.40
28.70,63.70
28.70,63.70
28.50,64.10
28.50,64.10
28.30,64.40
28.30,64.40
28.10,64.70
28.10,64.70
27.90,65.10
27.90,65.10
27.70,65.40
27.70,65.40
27.50,65.70
27.50,65.70
27.40,66.10
27.40,66.10
27.20,66.50
27.20,66.50
27.00,66.90
27.00,66.90
26.80,67.20
26.80,67.20
26.70,67.60
26.70,67.60
26.50,68.00
26.50,68.00
26.30,68.30
26.30,68.30
26.20,68.70
26.20,68.70
26.00,69.00
26.00,69.00
25.90,69.30
25.90,69.30
25.70,69.70
25.70,69.70
25.60,70.00
25.60,70.00
25.40,70.40
25.40,70.40
25.30,70.60
25.30,70.60
25.10,71.00
25.10,71.00
25.00,71.30
25.00,71.30
24.90,71.70
24.90,71.70
24.80,72.00
24.80,72.00
24.60,72.30
24.60,72.30
24.50,72.60
24.50,72.60
24.30,72.90
24.30,72.90
24.20,73.20
24.20,73.20
24.10,73.50
24.10,73.50
24.00,73.80
24.00,73.80
23.90,74.10
23.90,74.10
23.80,74.50
23.80,74.50
23.70,74.80
23.70,74.80
23.50,75.10
23.50,75.10
23.40,75.30
23.40,75.30
23.30,75.60
23.30,75.60
23.20,75.90
23.20,75.90
23.10,76.20
23.10,76.20
23.00,76.50
23.00,76.50
22.90,76.70
22.90,76.70
22.80,77.00
22.80,77.00
22.70,77.30
22.70,77.30
22.60,77.60
22.60,77.60
22.50,77.90
22.50,77.90
22.50,80.90
22.50,80.90
22.50,90.70
22.50,90.70
22.50,97.30
22.50,97.30
22.70,100.00
22.70,100.00
23.00,100.00
23.00,100.00
23.40,100.00
23.40,100.00
23.70,100.00
23.70,100.00
24.20,100.00
24.20,100.00
24.60,100.00
24.60,100.00
25.00,100.00
25.00,100.00
25.30,100.00
25.30,100.00
25.70,100.00
25.70,100.00
26.00,100.00
26.00,100.00
26.30,100.00
26.30,100.00
26.60,100.00
26.60,100.00
26.80,100.00
26.80,100.00
27.00,100.00
27.00,100.00
27.20,100.00
27.20,100.00
27.40,100.00
27.40,100.00
27.60,100.00
27.60,100.00
27.70,100.00
27.70,100.00
27.80,100.00
27.80,100.00
27.90,100.00
27.90,100.00
28.00,100.00
28.00,100.00
28.10,100.00
28.10,100.00
28.20,100.00
28.20,100.00
28.30,100.00
28.30,100.00
28.40,100.00
28.40,100.00
28.50,98.60
28.50,98.60
28.60,96.50
28.60,96.50
28.70,92.80
28.70,92.80
28.70,91.30
28.70,91.30
28.80,90.60
28.80,90.60
28.80,90.30
28.80,90.30
28.90,90.60
28.90,90.60
28.90,90.70
28.90,90.70
28.90,90.30
28.90,90.30
28.90,90.20
28.90,90.20
29.00,90.00
29.00,90.00
29.00,89.70
29.00,89.70
29.00,88.90
29.00,88.90
29.00,88.80
29.00,88.80
29.00,88.70
29.00,88.70
29.00,88.70
29.00,88.70
29.00,88.70
29.00,88.70
29.00,88.60
29.00,88.60
29.00,88.50
29.00,88.50
29.00,88.60
29.00,88.60
29.00,88.60
29.00,88.60
29.00,88.40
29.00,88.40
29.00,88.60
29.00,88.60
29.00,88.60
29.00,88.60
29.00,88.70
29.00,88.70
29.00,88.70
29.00,88.80
29.00,88.80
29.00,88.80
29.00,88.90
29.00,88.90
29.00,89.00
29.00,89.00
29.00,91.70
29.00,91.70
29.00,91.90
29.00,91.90
29.10,93.30
29.10,93.30
29.20,97.10
29.20,97.10
29.30,99.70
29.30,99.70
29.40,100.00
29.40,100.00
29.50,100.00
29.50,100.00
29.70,100.00
29.70,100.00
29.80,100.00
29.80,100.00
29.90,100.00
29.90,100.00
30.10,100.00
30.10,100.00
30.20,100.00
30.20,100.00
30.30,96.70
30.30,96.70
30.40,94.40
30.40,94.40
30.40,93.30
30.40,93.30
30.50,92.30
30.50,92.30
30.60,91.50
30.60,91.50
30.60,90.90
30.60,90.90
30.60,90.50
30.60,90.50
30.60,90.00
30.60,90.00
30.70,89.10
30.70,89.10
30.70,88.50
30.70,88.50
30.70,88.10
30.70,88.10
30.70,87.80
30.70,87.80
30.70,87.70
30.70,87.70
30.70,87.60
30.70,87.60
